YEARWEEK,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York City,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
202326,0.889341,1.45103,0.753198,0.660875,2.3684,1.07157,0.888612,0.53125,3.29412,2.14313,1.28979,1.71299,0.465446,0.6118,0.599073,0.316729,0.335909,0.658774,0.707464,0.674931,1.15757,0.832835,0.553506,0.618785,1.20403,0.586829,0.43315,0.877768,1.29073,0,1.9225,1.21613,1.08874,2.90886,0.688508,1.28273,1.05807,0.328947,0.82663,0.573928,4.41176,0.51257,1.08382,0.303413,0.900712,1.54249,0.841143,0.332336,0.508647,1.28702,0.91731,0.411771,0.627248,0.704846
202327,0.955751,1.32368,0.635386,0.681683,2.3328,1.04618,0.795263,0.480769,2.35881,2.12382,1.26187,1.98985,0.556423,0.643861,0.621048,0.364033,0.395877,0.541798,0.678706,0.643942,1.03195,0.793419,0.44202,0.857854,1.27222,0.626925,0.618238,0.945886,1.16425,0.281294,1.80275,1.39766,0.865914,2.87815,0.720312,1.36731,1.02139,0.37631,0.854849,0.545216,3.5468,0.610428,1.08348,0.673262,0.86781,1.4232,0.783419,0.384763,0.58651,1.29819,0.89479,0.384157,0.516584,0.762527
202328,1.03954,1.03316,0.63795,0.562305,1.9623,0.950066,0.709152,0.364334,2.25593,2.0815,1.33285,1.72403,0.485293,0.543417,0.61249,0.505334,0.358262,0.564493,0.83885,0.489243,1.14475,0.779157,0.434538,0.624035,1.36771,0.577367,0.612745,1.17008,0.479808,0.1443,1.65864,1.2728,0.981587,2.48923,0.650955,0.857318,0.993167,0.454671,0.718128,0.512828,4.71928,0.437005,0.981549,0.27027,0.818606,1.46691,0.761521,0.398482,0.192123,1.19576,0.752347,0.39675,0.443279,0.37961
202329,0.982428,1.23853,0.535,0.519153,1.84611,0.862438,0.780126,0.496657,2.32075,2.14328,1.36278,1.9654,0.334245,0.588762,0.623812,0.555409,0.365297,0.563951,0.856039,0.538886,0.951078,0.740125,0.408168,0.645615,1.36421,0.516815,0.314939,1.02191,0.467527,0.131926,1.80723,1.35029,1.02805,2.5666,0.659147,1.39535,1.09499,0.398661,0.571812,0.501728,3.56265,0.54511,0.923861,0.412493,0.948382,1.26367,0.694172,0.46225,0.294118,1.21884,0.732299,0.39128,0.454524,0.558659
202330,1.12971,1.19021,0.669998,0.533729,1.79308,0.822079,0.80193,0.60423,2.14467,2.29877,1.53601,2.02473,0.405721,0.627935,0.583192,0.640439,0.464426,0.709813,0.901576,0.561097,0.975279,0.766041,0.413953,0.571842,1.55747,0.616797,0.466542,1.09905,0.541951,0.106157,1.93088,1.32735,1.03609,2.65744,0.704964,1.14336,0.964592,0.485204,0.598848,0.523656,3.46784,0.713436,1.00706,0.283286,0.915547,1.39884,0.846135,0.285551,0.0940734,1.22182,0.667238,0.416553,0.484831,0.947418
202331,1.204,0.979499,0.6995,0.507179,1.80349,0.810625,0.845592,0.546029,2.29226,2.2953,1.57495,2.12701,0.362638,0.806555,0.633482,0.828098,0.353913,0.630773,0.908916,0.537565,0.99612,0.75546,0.3929,0.516703,2.01591,0.590634,0.301246,0.914126,0.640836,0.212089,1.90683,1.20874,0.978985,2.78693,0.749386,0.956652,0.997783,0.424831,0.608555,0.553061,2.66254,0.372408,1.23118,0.298871,0.885238,1.65118,0.800876,0.315457,0.187266,1.27189,0.803005,0.374643,0.605087,0.493421
202332,1.54112,1.36827,0.804851,0.780975,1.88335,0.990891,0.938955,0.675248,2.31988,2.36264,2.2265,2.12792,0.581797,0.751975,0.757052,0.75149,0.727273,0.683371,1.04823,0.65802,1.08953,0.826837,0.447806,0.586583,2.53678,0.641715,0.461926,0.858484,0.456178,0.543478,1.86896,1.79567,1.00123,2.85087,0.785048,1.05581,0.933047,0.783476,0.694043,0.48776,1.95783,0.518707,0.877394,0.308642,1.1769,1.66282,0.732768,0.322764,0.382409,1.34082,0.76978,0.500722,0.572706,0.75188
202333,2.0193,1.45935,1.02384,0.888282,1.91037,1.08732,0.957383,0.737225,2.38322,2.68768,3.2722,2.31449,0.414818,0.832987,1.00502,0.720595,0.44574,0.940163,1.21049,0.491291,1.1733,0.761852,0.38682,0.526511,3.2665,0.712094,0.327377,1.1117,0.485201,0,1.77776,2.24795,1.02769,2.95601,0.967528,1.48721,1.0667,0.503532,0.707885,0.586121,3.01609,0.619112,1.58518,0.313116,1.75462,2.10653,0.796224,0.436102,0.483559,1.5096,0.743519,0.393436,0.474156,0.614125
202334,2.88104,1.52566,1.02662,1.21982,2.07233,1.46417,0.93236,0.622546,2.72439,3.55084,3.6187,2.91599,0.580594,1.09135,1.26897,0.733308,0.504852,1.44679,1.87557,0.635992,1.24488,0.868732,0.466708,0.51593,3.37916,0.646575,0.523921,1.3535,0.409953,0.0997009,2.07617,2.65989,1.02127,2.93557,1.17681,1.05708,1.31804,0.60547,0.773248,0.579728,3.58073,0.55268,2.11471,0.40784,2.06022,2.62923,1.00466,0.308345,1.56971,1.77232,0.899717,0.669664,0.6127,1.37363
202335,2.91864,1.32576,0.718243,1.97225,2.30863,1.69729,1.02527,0.697487,3.18783,3.72522,3.38854,2.73942,0.694367,1.33377,1.31679,0.675676,0.705273,1.77891,2.22261,0.467638,1.36842,0.819288,0.600045,0.57888,3.46854,1.08322,0.540915,1.62937,0.437445,0.314465,1.90626,2.65989,1.01122,3.08886,1.27838,1.16279,1.4762,1.22529,0.714484,0.643006,4.51722,0.599129,2.30317,0.304699,2.13828,3.87485,1.09556,0.211376,0.676247,2.09666,1.10997,1.69154,0.589595,1.53162
202336,2.66942,1.89412,0.718701,1.88019,2.48965,1.90034,1.27562,0.791236,4.41282,3.52117,2.98887,3.21226,0.817858,1.32216,1.39903,1.07666,0.833333,1.71425,1.97821,0.544041,1.62106,0.966937,0.756595,0.544122,2.72355,1.42182,0.622084,1.97667,0.697202,0.529101,2.40026,2.95364,1.04924,3.07551,1.55741,1.74087,1.76926,1.19432,0.866232,0.832802,3.52405,0.487337,1.9958,0.461066,1.87282,3.9182,1.21024,0.516224,1.46932,2.28282,1.33023,1.93039,0.716703,2.50998
202337,2.45425,2.81054,0.702188,1.81759,2.38665,1.76674,1.37493,0.85042,4.607,3.18047,3.06421,2.87784,0.765926,1.39395,1.25663,0.522994,0.620654,1.50723,1.81021,0.684664,1.62367,1.03588,0.855999,0.671712,2.61375,1.31035,0.607112,1.68982,0.623853,0.365965,2.56307,2.64153,1.28467,3.44648,1.69282,2.22158,1.75768,1.35946,0.954383,0.94436,3.97906,0.560423,2.3122,0.45403,1.89208,3.15272,1.18068,0.173377,1.60772,2.36808,1.25987,1.65336,0.996233,2.94627
202338,2.2965,2.96167,0.713678,1.62762,2.44069,1.86441,1.71513,1.08471,5.18679,3.25197,3.3028,2.7925,0.939468,1.51239,1.55123,0.896379,0.63593,1.55088,1.79676,0.77748,1.85849,1.20382,0.932966,0.878119,2.95896,1.24414,0.64243,1.48553,0.524138,0.773994,2.94974,2.98044,1.59934,4.6228,1.80035,2.04566,1.97456,1.23395,0.99197,1.11923,6.59871,1.16288,2.14467,0.866887,1.85892,2.32654,1.09706,0.538358,1.08893,2.45299,1.29001,1.89557,1.21625,8.00183
202339,2.27381,3.04274,0.586316,1.57419,2.48396,2.08988,1.69364,0.852367,4.62332,3.45568,3.55848,2.88556,0.721987,1.42596,1.43636,0.640342,0.541119,1.6796,1.68992,0.894947,1.86435,1.2868,1.07294,0.845948,2.57255,1.12996,0.80573,1.69513,0.7083,0.550585,3.43463,3.02145,1.57348,4.86031,1.62087,1.50773,1.84615,1.64983,1.12204,1.05788,6.12798,1.03185,2.18654,0.7255,2.04747,2.69713,1.1532,0.663027,0.689061,2.47819,1.37066,1.50155,1.24739,2.58833
202340,2.386,3.46432,1.94859,1.5546,2.8034,2.10362,1.7989,0.975953,4.02926,3.90749,3.38029,2.77114,0.913775,1.47112,1.66458,0.618238,0.813008,1.3848,2.33067,0.752304,2.38418,1.34589,1.01287,0.729254,3.00762,1.29875,0.664697,1.8404,1.7652,0.332188,3.1924,3.26676,1.61296,4.54167,1.61481,1.47905,1.76328,0.895349,1.12201,1.07899,7.11921,1.05621,2.40268,0.818971,2.207,3.46579,1.21488,0.597882,2.35602,2.61894,1.05265,1.9527,1.16517,3.14594
202341,2.46835,4.56913,1.85063,1.87232,2.68133,2.36711,1.6177,0.90978,4.18207,4.04913,3.67356,2.90456,0.850735,1.56286,1.73859,1.25408,0.883721,1.38576,2.47639,0.991231,2.37142,1.29241,1.07855,0.927501,3.05499,1.38578,0.663683,2.00765,1.86168,0.348028,3.59884,3.3071,1.53101,4.50132,1.74376,2.71532,2.03954,0.870059,1.1611,1.02154,7.55721,1.00802,2.47716,0.570366,2.15732,3.47986,1.08902,0.633009,1.73611,2.75399,1.00214,1.61485,1.20201,3.52802
202342,2.80341,4.20251,1.83354,2.32202,3.2034,2.65411,1.69583,0.969894,4.97941,4.37331,3.70285,3.21101,0.840588,1.49184,1.79372,1.02366,1.01148,1.48537,2.91474,0.726548,2.508,1.47521,1.16954,0.95395,3.27678,1.22446,0.736037,2.09493,2.03732,0.432496,3.57265,3.7454,1.57285,4.82447,1.80944,2.7248,2.18068,1.24307,1.07374,1.22157,6.23349,1.02588,2.68934,0.695345,2.07687,3.99797,1.24646,0.858034,1.71569,2.95628,1.02678,1.41335,1.2122,5.03827
202343,3.16711,4.25479,2.0639,2.08241,3.35172,2.5808,1.88214,0.905907,5.0665,4.7522,3.98794,3.37245,0.771208,1.86722,1.83511,0.905797,1.06079,1.69138,3.33176,0.906063,2.76188,1.42261,1.2617,0.861952,4.03415,1.57075,0.657277,2.2682,2.19571,0.446275,3.63107,3.86958,1.69252,4.87231,2.01979,3.34148,2.21699,1.42973,1.16559,1.22055,9.1954,1.12159,3.02114,1.00972,2.18623,4.29037,1.16752,0.748013,1.82724,3.17112,0.956771,1.77349,1.21127,4.68269
202344,3.65208,5.72792,2.26033,2.56428,3.86125,3.10711,2.06798,1.09323,5.20627,5.05029,4.31912,3.34644,1.13294,2.04917,1.77858,1.11908,1.07723,1.93003,3.8869,0.845128,2.89366,1.72117,1.2338,0.939324,4.47523,1.39789,0.56616,2.46945,2.28091,0.514426,3.67624,4.73691,1.70797,5.03437,2.16731,3.13429,2.12434,1.89226,1.20819,1.40493,8.64568,1.18422,3.6745,0.783117,2.59487,4.62865,1.56412,0.762979,2.14456,3.26839,1.18006,1.75645,1.46898,5.06373
202345,4.93639,5.32319,2.64243,3.11547,4.23124,3.66139,2.37309,1.0331,5.9233,5.4442,5.27009,3.99657,0.972029,2.39301,2.15442,1.25928,1.29539,2.36411,5.98877,0.912779,3.24846,1.85425,1.39634,1.06438,5.38834,1.63568,0.91817,2.76708,2.65262,0.563024,4.51313,4.74044,1.96752,5.38635,2.73909,4.32403,2.35675,1.7795,1.15353,1.46564,9.56522,1.342,5.30351,0.740832,3.60892,5.6689,2.1471,1.04199,1.05263,3.44706,1.30316,1.82126,1.28709,4.24857
202346,5.3301,3.74071,2.85903,3.29443,4.63309,4.51131,2.66253,1.11725,5.0485,5.49141,5.37248,3.40957,1.24113,2.72674,2.50155,2.36898,1.51352,2.53024,7.13537,1.19936,3.47761,2.05182,1.6043,1.04771,6.09756,1.62121,0.925511,2.71241,3.20852,0.730404,4.28954,4.66059,2.21594,5.94595,2.96405,4.31363,2.61337,1.29476,1.36374,1.64007,8.83264,1.19949,6.0285,0.705854,3.8873,6.3708,2.47052,0.938815,0.632911,3.71097,1.41341,2.01593,1.53436,5.54025
202347,5.14156,3.47277,2.76975,3.34083,5.2259,5.0136,2.95687,1.13158,5.42289,5.35711,5.37711,3.6338,1.53571,2.94679,2.64555,2.69512,1.78746,2.87737,7.94358,1.58815,3.58636,2.51809,1.79911,1.32968,5.95843,1.84767,1.15804,3.18904,3.21377,0.762786,4.51549,5.32425,2.36463,6.07121,3.3324,4.31373,3.16081,1.99925,1.36387,1.80548,7.92775,1.1917,6.86554,1.08013,3.94774,6.50612,2.94501,1.07488,1.24334,3.81166,1.89341,2.18942,1.77634,6.48347
202348,5.16425,3.04664,3.23699,3.38785,5.54673,5.01196,3.17254,1.05046,4.93337,5.00215,5.25129,3.18353,1.80127,3.02016,3.06384,2.2121,1.97073,3.0867,7.62906,1.64249,3.651,2.7232,1.98834,1.23082,5.27627,2.15623,0.794603,3.1289,3.41121,1.12715,5.16439,5.87201,2.51013,6.93404,4.00842,4.86307,3.56581,2.62923,1.48931,2.12405,4.98184,1.63403,7.30196,0.851511,4.90723,5.95097,2.66983,1.17691,1.19427,3.95342,2.01716,2.45321,2.07101,5.35925
202349,6.38144,3.0506,3.59933,3.49642,5.79754,5.76741,2.86087,1.28289,5.92718,5.26067,5.77799,3.43985,2.22457,3.08839,3.3342,2.12037,2.29075,3.21808,8.84494,1.53153,3.97664,3.0661,2.13603,1.32461,6.57549,2.26634,1.16993,3.38953,4.18609,1.84711,5.73008,7.4315,2.4827,7.64613,4.72913,4.42004,3.70352,2.55809,1.63723,2.19868,5.18411,1.83919,9.09117,1.29109,5.67414,6.28209,3.1241,1.33854,0.932836,4.49219,2.43395,2.45411,2.05318,6.35131
202350,8.49257,2.55734,4.70654,4.09868,6.33422,6.85496,3.36118,1.65618,6.21781,5.90208,7.57867,3.8587,2.77615,3.23246,3.67562,2.96633,2.64975,4.06575,11.5096,1.96117,4.21817,3.90909,2.92601,1.59224,7.80032,2.66801,1.62661,4.04429,4.9663,2.48421,6.74145,9.48153,3.0827,9.08063,6.13692,5.8481,4.12508,2.83284,1.74711,2.91191,3.76927,2.52059,12.7387,1.24153,7.19164,7.15726,3.48247,1.12691,2.1827,5.53504,2.81435,2.69533,2.36685,7.3982
202351,9.82844,2.56538,5.95789,4.90936,7.31954,7.82996,3.83017,2.11206,6.97235,6.44265,10.2327,3.83493,4.67831,3.77537,3.99826,3.07443,2.74969,4.92407,14.2548,2.94445,5.49031,5.03662,3.73751,1.67901,9.8091,2.80247,2.43623,4.5743,5.62379,3.63771,8.049,12.3235,3.5352,10.3764,7.88721,8.60792,5.24901,2.14716,1.99304,3.32328,4.14647,3.24503,16.5058,2.11884,11.7386,8.26591,3.82622,1.35135,2.16718,6.88185,3.621,3.20984,2.87394,8.0776
202352,10.11,3.16731,5.9992,5.87918,7.77033,8.42929,4.99659,2.64965,7.66083,6.88259,11.0555,4.80556,6.25105,4.16734,4.66364,2.98393,3.64194,5.71065,13.5776,3.43784,6.46597,6.44775,4.87923,2.12523,9.26262,2.95247,4.2673,5.49694,5.63882,4.14201,8.82107,13.3575,4.23452,11.2517,8.65292,8.14706,6.74372,2.58616,2.32115,4.15023,4.84274,3.56128,19.3284,2.89833,13.4047,7.37873,4.90771,1.97078,4.91991,7.7495,3.91859,4.3295,3.38609,10.1222
202401,8.12453,2.84715,5.26864,4.77648,6.93704,7.02405,3.96393,2.5457,6.23352,6.22866,8.26119,3.83448,4.93176,3.49934,3.98912,3.16438,3.07465,4.65164,10.6741,2.97081,4.99581,5.18626,3.93264,1.40092,7.23418,2.75245,3.88986,4.9758,4.59321,2.99853,7.62949,11.3855,3.52257,9.60163,6.51447,7.65656,5.04587,3.64639,2.06663,3.36715,4.01174,3.09299,11.8654,2.25356,11.1298,7.33991,3.47445,1.56201,2.33871,6.01792,3.46002,3.67922,3.04011,8.99452
202402,6.12764,2.53396,4.11553,4.27392,5.48384,5.71065,3.3643,1.71806,5.96576,5.29359,7.18908,3.39822,3.87046,2.60509,3.33768,2.64834,2.36502,4.27783,7.8379,2.62324,4.15447,4.46419,3.19877,1.70053,5.80623,2.58479,3.00683,4.45973,3.73553,3.08022,6.49241,8.28608,2.54504,9.26784,4.45963,6.95383,4.38198,2.39081,1.80022,2.71956,5.50239,2.59306,8.26583,1.45657,9.4044,5.74415,2.78926,1.63062,3.67816,5.0011,2.64208,3.32819,2.90181,8.66995
202403,5.30737,2.79241,4.08778,5.24265,5.05494,5.19406,3.22261,1.49935,4.91564,4.88784,6.29644,3.7438,3.09829,2.3056,3.17201,1.90414,1.98487,4.00933,6.18375,2.83747,3.55508,3.8875,2.95236,1.77583,5.13333,2.17665,2.90866,3.79889,3.66914,2.96395,5.56383,7.541,2.24634,8.70912,3.72699,6.66479,4.52824,2.14355,1.54337,2.24542,5.19818,2.37274,6.88498,0.703742,7.75031,6.45288,2.80615,1.30976,5.01122,4.60765,2.73445,3.90515,2.17486,5.67325
202404,4.68665,2.31228,3.78679,5.10915,4.36541,5.14802,3.07689,1.36465,6.54229,4.94473,6.76806,3.22691,2.61438,2.01561,3.33755,2.57762,2.31957,3.76211,5.6964,2.50549,3.09664,3.74614,3.31342,2.31408,5.0339,1.97153,2.3915,3.8916,3.31756,2.5416,5.18811,8.24772,1.68956,8.67844,3.80862,6.2069,4.67715,3.78014,1.38078,2.10932,3.58224,2.61427,7.1724,1.51208,5.37508,7.41785,2.45185,1.16005,1.06007,4.53945,2.59007,3.46528,2.02225,8.61259
202405,4.41066,3.8829,3.42275,6.05825,4.24409,5.05197,3.04252,1.33096,6.98141,4.96202,6.30003,3.31939,3.29974,2.30418,3.68909,3.74716,2.98855,3.75581,5.20715,2.75175,3.10988,4.22667,3.72574,2.62292,4.78502,2.40829,2.27005,4.90219,2.91119,2.86404,5.78569,8.26232,2.40958,8.28631,3.42636,7.01189,5.07302,5.49786,2.22424,2.15062,3.88732,3.33005,6.2703,1.36306,4.21961,8.58243,2.3403,2.14672,1.50376,4.33034,2.32482,3.76937,2.45344,9.26488
202406,4.69107,2.01425,3.07475,6.12125,4.0475,4.90507,3.06891,1.29914,7.91168,5.08604,6.11576,3.65096,2.96162,2.64751,3.94998,3.63089,3.26357,4.45632,5.16274,3.1892,3.45691,4.55044,4.80751,2.51569,4.94392,2.78316,2.87684,5.99882,2.4706,2.79586,5.8096,8.55781,2.26655,8.19163,3.5531,7.42706,6.71408,5.87012,2.36557,2.28102,3.2967,3.72587,5.99631,1.95063,5.14762,7.46488,1.94812,1.45849,0.862895,4.57247,2.09751,4.44484,2.56595,9.84127
202407,4.31131,3.18646,2.98543,6.40352,4.27979,4.58909,3.01175,1.35155,8.78667,4.63437,5.22525,3.50601,3.50793,2.70539,3.93934,4.05688,3.20665,4.7057,4.64633,3.25097,3.66392,4.49449,5.44105,2.39413,4.43024,3.10756,2.02223,6.14614,2.86101,2.76719,5.20962,8.09697,2.34278,7.97645,3.33948,5.88391,7.34319,5.61776,2.51305,2.34563,4.49735,3.36511,5.62018,2.15359,5.23763,6.33616,2.2007,1.09115,0.808314,4.8527,2.07958,4.03231,2.6389,9.95826
202408,3.96771,3.0046,3.03192,6.18048,4.46261,4.30404,2.94594,1.95465,8.9064,4.48408,4.62967,3.89493,3.77271,3.05882,3.71907,5.10797,3.59369,4.6034,4.41447,3.38994,3.76316,4.62668,5.99828,2.23717,5.20634,3.27826,1.87123,7.76845,3.4757,2.64693,5.6689,7.59582,2.47413,7.16709,3.34165,6.60645,7.90015,4.8904,1.61481,2.60542,3.49345,3.39049,4.95694,2.15479,5.65702,5.70926,2.03688,1.05093,1.52878,4.72787,2.13347,4.18303,2.58881,7.94621
202409,3.7629,3.28738,2.76502,5.39662,4.11688,3.94025,2.89708,2.16209,8.2659,4.40331,4.16157,3.06293,1.80595,2.8663,3.73945,3.70221,5.2142,4.06652,3.67899,2.67464,4.00959,4.22522,6.00817,2.47272,3.9532,3.18312,1.49541,7.82123,2.55936,3.0359,5.69908,7.68409,2.23167,6.72548,3.24919,5.71429,7.4407,4.17067,1.59115,2.56991,4.69556,3.06805,4.66635,2.14667,5.01093,4.91056,1.83807,1.61998,1.13314,4.73626,1.8809,4.63244,2.67799,6.64452
202410,3.15863,2.54152,2.39612,4.30656,3.97257,3.88246,2.97934,1.83366,8.22474,4.03194,3.61891,2.82417,2.84303,2.69907,3.31364,3.91912,3.40944,3.46554,3.27491,2.39486,3.78794,3.84944,5.64551,2.31604,3.82494,2.87543,1.81818,6.96411,2.24781,2.31579,5.64647,6.97162,2.00618,6.10615,2.49946,6.49351,6.37175,4.42918,1.58352,2.21936,4.41031,4.01185,3.95557,2.2571,4.24896,4.68026,1.7709,1.29976,1.25483,4.3455,1.88231,3.62815,2.48405,7.51279
202411,2.83432,3.35329,2.43214,3.64081,3.9524,3.69011,2.47014,1.35823,7.52093,3.86881,3.48563,2.75235,2.83695,2.36731,2.98474,4.18157,2.99478,2.61558,3.1294,2.02073,3.14547,3.35394,4.66074,2.31433,3.26817,2.33764,1.60232,6.39201,2.34418,1.7017,4.98404,6.96216,1.84321,5.80391,2.13405,6.02252,4.8666,3.23574,1.79567,1.85212,4.37956,2.08365,3.29643,2.23616,3.481,4.50151,1.90751,0.846453,1.15761,3.64202,1.90267,2.94324,2.5956,7.41379
202412,2.784,3.27909,2.2227,2.7262,3.90304,2.98836,2.14738,1.19401,6.96053,3.62185,3.26687,2.58155,2.41896,2.2838,2.58488,2.85194,2.17237,2.38121,2.95751,1.89232,3.22249,3.26665,4.17969,1.89191,2.9737,1.8051,1.30129,5.07729,2.16345,1.60362,5.07288,6.45161,1.78908,5.89199,2.05715,5.60155,4.03402,2.67837,1.75297,1.79534,4.88492,1.97013,2.90406,2.04107,2.90791,3.48645,1.77424,0.79094,1.5233,3.35215,1.74396,2.3291,2.20372,5.6338
202413,2.55541,2.72259,2.11241,2.33521,3.75537,2.73282,2.46686,1.36954,6.6153,3.28885,3.36151,2.68344,1.15169,2.2097,2.48046,2.73497,2.04137,2.47267,2.82051,1.98369,2.73695,3.29987,4.07127,1.81388,3.28577,1.91466,1.29596,4.89595,2.15891,1.65545,4.62164,5.66785,1.83268,5.85247,2.03192,6.39109,3.81234,2.28822,1.60432,1.71915,4.54545,2.19821,3.04361,1.99214,3.01674,3.49867,1.40187,0.769625,2.06186,3.22908,1.61154,1.99943,2.26348,5.32787
202414,2.50371,2.72008,2.02853,1.99858,3.76951,2.65827,2.28925,0.958915,6.55045,3.17729,2.75193,2.28295,1.76471,1.95041,2.08067,2.64931,1.85448,2.18146,2.47293,2.01616,2.74566,3.17707,3.46881,1.76287,3.32009,1.57317,1.54618,4.36569,2.32588,1.68518,4.71861,5.02718,1.65707,5.59544,1.81223,6.18417,3.03349,1.77948,1.52616,1.65886,3.92252,1.98265,2.86667,1.51349,2.90089,3.19234,1.42402,0.822785,1.17012,2.90153,1.60521,1.38289,1.86574,2.63158
202415,2.31677,3.16456,2.15953,1.98081,3.61006,2.63769,2.18151,0.746958,5.07388,3.18272,2.53417,2.55908,1.39609,1.69106,1.85656,1.69887,1.64311,1.79771,2.13277,1.66712,2.27751,2.86417,2.65069,1.21421,3.03321,1.32558,0.710184,3.7019,2.22054,1.69284,3.72884,4.7444,1.46932,4.94582,1.60637,6.24282,2.49708,2.16312,2.0347,1.35952,3.69995,1.70723,2.39602,1.58749,2.62202,3.27859,1.33078,0.760658,0.59322,2.41079,1.43626,1.13948,1.94389,5.33981
202416,2.02084,2.33293,2.01977,1.75275,3.268,2.6041,1.86577,0.635324,4.86876,3.02269,2.22846,2.59489,1.35672,1.43824,1.59079,1.7085,1.50388,1.42704,1.74077,1.4945,2.12458,2.1926,2.05529,1.05202,2.68802,1.18026,0.819672,3.37072,1.98812,1.38233,3.35814,4.08264,1.30025,4.6342,1.43663,4.329,1.91568,1.82374,1.39711,1.26955,3.55205,1.77339,1.92818,0.998847,2.27279,2.92862,1.29932,0.976631,0.684346,2.09347,1.32604,1.17084,1.45283,4.52974
202417,1.96357,2.77778,2.07762,1.67037,3.39008,2.48462,1.78571,0.656269,4.30917,3.09007,2.15372,2.993,1.13,1.38986,1.66233,1.25106,1.40815,1.49142,1.78596,1.18467,2.13385,1.73889,1.7731,1.21715,3.12965,0.996281,0.965212,3.03106,2.15115,1.37716,3.24361,3.95325,1.2529,4.03698,1.42339,3.7378,1.86686,1.57605,1.42007,1.17209,2.83203,1.14304,1.87335,1.08322,2.20271,2.85217,1.05669,0.603622,1.47955,2.04896,1.3508,1.22601,1.57594,4.1319
202418,2.04792,2.29137,2.01293,1.62517,3.2853,2.62853,1.50986,0.62043,4.48692,2.98732,2.17868,2.60214,0.924162,1.29105,1.5542,1.03278,1.08434,1.28272,1.8934,1.20065,1.98871,1.75418,1.54723,0.99708,2.52689,0.666641,0.781955,2.36115,2.21517,1.05071,3.13779,3.79271,1.07441,3.70402,1.36628,3.08037,1.80236,1.71635,1.49921,1.09686,3.57143,1.15037,1.69841,0.955748,2.21547,2.78647,1.16052,0.54326,0.798176,2.10372,1.42105,1.13552,1.44185,3.50354
202419,1.86274,2.61049,1.99098,1.63098,3.27604,2.4138,1.44802,0.505263,4.80741,2.84153,2.11294,2.64653,1.42122,1.18451,1.35935,0.785512,0.835174,1.3022,1.74708,1.17007,1.91266,1.49506,1.26768,0.83056,2.41702,0.701061,0.87799,2.18153,2.17517,1.14395,2.98351,3.52211,1.02848,3.52351,1.24711,2.55023,1.70656,1.49675,1.5466,1.0357,3.33333,1.06732,1.68443,0.955216,1.99469,2.77788,1.31002,0.388624,0.773196,1.91315,1.30312,1.32659,1.13828,2.05586
202420,1.72032,2.33161,2.02727,1.41956,3.31514,2.24864,1.46545,0.597684,4.78375,2.93441,2.07094,2.65019,0.991795,1.2056,1.39993,1.31247,0.870537,1.22188,1.65675,1.19864,1.91098,1.36295,1.07456,0.72392,2.78909,0.681322,0.873239,2.1659,2.10012,0.764179,3.06277,3.43133,0.9333,3.73134,1.25958,2.75844,1.49287,1.34824,1.57561,1.00168,3.83142,1.13944,1.62852,0.57818,2.01856,2.63185,1.20343,0.511735,0.454133,1.94645,1.20743,0.849523,1.03932,1.72414
202421,1.76868,1.92656,1.98601,1.62968,3.2727,1.97236,1.30123,0.406805,4.16554,2.93562,1.9118,2.70826,1.10835,1.11674,1.29648,0.776359,1.05772,1.09009,1.66632,0.890825,1.86596,1.28629,0.894237,0.675092,1.7212,0.744539,0.620201,1.84184,2.05087,0.625738,2.97922,3.31444,0.866207,3.74219,1.12741,3.65439,1.50264,1.13058,1.48861,0.893296,3.61386,0.959346,1.71728,1.02672,1.85343,2.63975,0.981686,0.429114,0.372093,1.83378,1.20033,1.06045,1.09602,2.0343
202422,1.52171,2.15488,2.06554,1.70512,3.41577,1.87884,1.16842,0.562123,4.34072,2.94749,1.85954,3.14763,1.12464,1.07781,1.28142,0.746027,1.18711,1.31631,1.47812,0.703762,1.56236,1.15929,0.891139,0.520813,1.97697,0.709931,0.763587,1.59299,2.01962,0.775671,2.67041,3.26078,0.845001,3.48253,1.13069,2.81849,1.71209,0.715571,1.51431,0.924527,4.03345,0.849555,1.33156,0.635221,1.79466,2.48773,1.29751,0.399135,0.446828,1.66406,1.24401,1.07131,0.957294,2.4964
202423,1.29153,1.69959,1.54091,1.16774,2.98646,1.56657,1.15064,0.388749,4.41851,2.84015,1.75008,3.27816,0.834662,0.842124,1.13607,0.968188,0.841908,1.05945,1.19939,0.708224,1.50216,1.02936,0.761661,0.43654,1.6126,0.605259,0.683239,1.18097,1.56117,0.743087,2.65006,2.62486,0.790066,3.29748,0.971707,1.88105,1.42196,0.561638,1.51999,0.876226,2.81621,0.627183,1.30507,0.524968,1.5404,2.1227,1.51644,0.254151,0.404204,1.55662,1.12388,0.926601,0.902148,1.27841
